Bug ID,Bug Title,Steps,Module,Module Wise,Expected Results,Actual Results,Acceptance Criteria
BUG-0065,Interest calculation incorrect for savings #64,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,Profile update (email/phone) should be saved successfully after OTP verification on both old and new contact details,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0066,ATM withdrawal receipt missing #65,Step 1: Login to net banking -> Step 2: Go to Statements > E-Statement -> Step 3: Select account and month -> Step 4: Click Request E-Statement -> Step 5: Verify e-statement sent to registered email -> Step 6: Open email and validate PDF attachment content,Statements,Statements Wise,Paginated statement view should load correctly for large datasets with consistent data across all pages,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0067,Funds transfer not updating balance #66,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM should display an appropriate error message and return the card if an incorrect PIN is entered 3 times consecutively,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0068,Interest calculation incorrect for savings #67,"Step 1: Login to banking portal -> Step 2: Navigate to Loans > Loan Calculator -> Step 3: Enter loan amount, tenure, and interest rate -> Step 4: Click Calculate -> Step 5: Verify monthly EMI, total interest, and total payable amounts are displayed correctly",Loans,Loans Wise,"EMI schedule should display correct monthly breakdown with principal, interest, and outstanding balance for each installment",System failed to perform as expected,Operation must meet functional and business requirements
BUG-0069,Login fails with valid credentials #68,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,NEFT/RTGS transfer should be processed within the defined settlement window and beneficiary should receive funds accordingly,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0070,Login fails with valid credentials #69,Step 1: Login to banking portal -> Step 2: Navigate to Statements -> Step 3: Select account -> Step 4: Apply filter by transaction type (Credit/Debit/All) -> Step 5: Set date range -> Step 6: Click Search -> Step 7: Verify filtered results match criteria -> Step 8: Check pagination for large datasets,Statements,Statements Wise,E-statement should be delivered to the registered email address within 5 minutes with a valid PDF attachment,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0071,Interest calculation incorrect for savings #70,Step 1: Login to the banking portal -> Step 2: Navigate to Account Management section -> Step 3: Click Open New Account -> Step 4: Select account type (Savings/Current/Fixed Deposit) -> Step 5: Fill in personal details and nominee information -> Step 6: Upload KYC documents -> Step 7: Review and submit application -> Step 8: Verify account opening request confirmation,Account Management,Account Management Wise,Nominee details should be updated successfully and reflected in the account summary after approval,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0072,Funds transfer not updating balance #71,Step 1: Login to net banking -> Step 2: Go to Credit Cards > Apply -> Step 3: Choose credit card type -> Step 4: Fill in employment and income details -> Step 5: Upload KYC documents -> Step 6: Accept terms and conditions -> Step 7: Submit application -> Step 8: Verify application tracking ID is generated,Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0073,Interest calculation incorrect for savings #72,Step 1: Open login page -> Step 2: Enter credentials and login -> Step 3: Remain idle for session timeout duration -> Step 4: Attempt any action after timeout -> Step 5: Verify session expiry message is shown -> Step 6: Confirm redirect to login page,Authentication,Authentication Wise,Session should expire after the configured timeout period and user should be redirected to the login page with an expiry message,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0074,Funds transfer not updating balance #73,"Step 1: Login to the banking portal -> Step 2: Navigate to Loans section -> Step 3: Click Apply for New Loan -> Step 4: Select loan type (Personal/Home/Auto) -> Step 5: Fill in personal and financial details -> Step 6: Upload required documents (ID proof, income proof, address proof) -> Step 7: Review application summary -> Step 8: Submit application -> Step 9: Verify application reference number is generated",Loans,Loans Wise,Loan application should be submitted successfully and a unique application reference number should be generated,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0075,Duplicate transaction in statement #74,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,Cash deposit at ATM should be counted accurately and credited to the account with a printed deposit receipt,System failed to perform as expected,Operation must meet functional and business requirements
